"","Player.Name","Salary","Position","Age","Team","Games Played","Games Started","Minutes Played","Field Goals Made","Field Goals Attempted","FG..x","3-Pointers Made","X3P..x","2-Pointers Made","X2P..x","eFG.","Free-Throws Made","FTA.x","FT..x","PTS.x","Total.Minutes","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","Is_NBA","X2022.Signing","PTS.y","FG..y","X2P..y","X3P..y","FTA.y","FT..y","3-Pointers Attempted","2-Pointers Attempted","Free-Throws Attempted","Offensive Rebounds","Defensive Rebounds","Total Rebounds","Assists","Steals","Blocks","Turnovers","Personal Fouls"
"404","Trevor Keels",520589,"SG",19,"NYK",3,0,2.7,0.3,1.3,0.25,0.3,0.25,0,NA,0.375,0,0,NA,1,8,3.7,0.375,1,0,0,27.6,13.7,0,0,0,0,21.4,0,0,0,-0.062,-7.4,-5.6,-13,0,1,NA,NA,NA,NA,NA,NA,NA,1.3,0,0,0,0.7,0.7,0,0,0,0,0
"405","Dereon Seabron",511816,"SG",22,"NOP",5,0,2.4,0.4,1,0.4,0,NA,0.4,0.4,0.4,0,0,NA,0.8,12,4.6,0.4,0,0,9.5,0,4.7,0,0,0,0,17.9,0,0,0,-0.034,-6.6,-4.7,-11.3,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.2,0,0.2,0,0,0,0,0.2
"406","Trent Forrest",508891,"SG",24,"ATL",23,3,12,1.1,2.6,0.417,0,0,1.1,0.431,0.417,0.1,0.1,0.667,2.3,277,6.1,0.424,0.033,0.05,2,12.8,7.3,16.5,1.2,0.6,19.7,11.6,-0.2,0.2,-0.1,-0.011,-5.3,0.2,-5.1,-0.2,1,NA,NA,NA,NA,NA,NA,NA,0.1,2.5,0.1,0.2,1.4,1.6,1.7,0.3,0.1,0.7,0.7
"407","Mfiondu Kabengele",508891,"PF",25,"BOS",4,0,9,0.5,1.8,0.286,0,0,0.5,0.5,0.286,0.5,0.5,1,1.5,36,8.1,0.381,0.429,0.286,15.4,14.9,15.2,0,2.7,0,11.3,10.8,0,0.1,0.1,0.067,-6.6,-2.4,-8.9,-0.1,1,NA,NA,NA,NA,NA,NA,NA,0.8,1,0.5,1.3,1.3,2.5,0,0.5,0,0.3,0.8
"408","JD Davison",508891,"SG",20,"BOS",12,0,5.5,0.7,1.6,0.421,0.2,0.286,0.5,0.5,0.474,0.1,0.2,0.5,1.6,66,10.1,0.478,0.368,0.105,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8,0,0.1,0.1,0.059,-4.5,0.4,-4.2,0,1,NA,NA,NA,NA,NA,NA,NA,0.6,1,0.2,0.2,0.6,0.8,0.9,0.2,0.2,0.3,0.4
"409","Malcolm Hill",508891,"SF",27,"CHI",5,0,1.8,0.4,0.8,0.5,0.2,0.333,0.2,1,0.625,0,0,NA,1,9,15.4,0.625,0.75,0,0,37.2,18.9,0,0,0,0,19.7,0,0,0,0.125,1.6,0.8,2.4,0,1,NA,NA,NA,NA,NA,NA,NA,0.6,0.2,0,0,0.6,0.6,0,0,0,0,0.2
"410","Mamadi Diakite",508891,"C",26,"CLE",22,2,8,1.1,2.3,0.48,0.3,0.333,0.8,0.586,0.55,0.1,0.1,1,2.6,176,9,0.56,0.42,0.04,5.4,14.7,10,6.3,1.1,4.7,19.1,16,-0.1,0.3,0.2,0.051,-4.9,1.6,-3.4,-0.1,1,NA,NA,NA,NA,NA,NA,NA,1,1.3,0.1,0.4,1,1.4,0.4,0.2,0.4,0.5,1.2
"411","Isaiah Mobley",508891,"PF",23,"CLE",12,0,7,1,2.3,0.429,0.3,0.375,0.8,0.45,0.482,0.3,0.3,1,2.6,84,14.1,0.521,0.286,0.143,5.6,22.4,14,5,2.4,3.3,3.3,16.4,0.1,0.2,0.2,0.135,-2.5,1.1,-1.4,0,1,NA,NA,NA,NA,NA,NA,NA,0.7,1.7,0.3,0.3,1.3,1.7,0.3,0.3,0.3,0.1,0.7
"412","Jack White",508891,"SF",25,"DEN",17,0,3.9,0.5,1.1,0.421,0.2,0.333,0.3,0.5,0.5,0.1,0.2,0.667,1.2,66,12.6,0.517,0.474,0.158,10.7,18.6,14.8,7.7,2.2,2.7,9,14.7,0.1,0.1,0.1,0.108,-2.6,0.7,-1.9,0,1,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,0.2,0.4,0.6,1,0.2,0.2,0.1,0.1,0.5
"413","Buddy Boeheim",508891,"SF",23,"DET",10,0,9,0.5,2.7,0.185,0.4,0.16,0.1,0.5,0.259,0.2,0.2,1,1.6,90,0.5,0.287,0.926,0.074,2.4,5.1,3.7,5.8,1.1,0,0,13.2,-0.2,0,-0.2,-0.091,-7.5,-2,-9.5,-0.2,1,NA,NA,NA,NA,NA,NA,NA,2.5,0.2,0.2,0.2,0.4,0.6,0.4,0.2,0,0,0.6
"414","Darius Days",508891,"SF",23,"HOU",4,0,6.3,1.3,3,0.417,0.8,0.3,0.5,1,0.542,0.5,0.5,1,3.8,25,18.3,0.582,0.833,0.167,4.3,22.2,13.2,6.2,0,3.9,0,21.4,0.1,0,0.1,0.156,4.7,-1.2,3.5,0,1,NA,NA,NA,NA,NA,NA,NA,2.5,0.5,0.5,0.3,1.3,1.5,0.3,0,0.3,0,0.5
"415","Trevor Hudgins",508891,"PG",23,"HOU",5,0,5.6,0.4,1.8,0.222,0.4,0.25,0,0,0.333,0.6,0.6,1,1.8,28,4.2,0.436,0.889,0.333,0,0,0,13.9,0,0,8.8,16.8,0,0,0,-0.035,-3.8,-4.7,-8.4,0,1,NA,NA,NA,NA,NA,NA,NA,1.6,0.2,0.6,0,0,0,0.6,0,0,0.2,0.2
"416","Kendall Brown",508891,"SG",19,"IND",6,0,6.7,0.7,1.2,0.571,0,0,0.7,0.667,0.571,0.2,0.3,0.5,1.5,40,9.1,0.571,0.143,0.286,5.6,11.1,8.3,9.7,4.7,0,20.2,10.4,0,0.1,0.1,0.071,-7,4,-2.9,0,1,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.3,0.3,0.7,1,0.5,0.7,0,0.3,1.5
"417","Cole Swider",508891,"SF",23,"LAL",7,0,5.9,0.4,1.3,0.333,0.4,0.375,0,0,0.5,0,0,NA,1.3,41,7.4,0.5,0.889,0,2.7,15.2,9.1,12,0,0,0,9.3,0,0,0.1,0.08,-2.9,-0.5,-3.4,0,1,NA,NA,NA,NA,NA,NA,NA,1.1,0.1,0,0.1,0.9,1,0.6,0,0,0,0.4
"418","Jamal Cain",508891,"PF",23,"MIA",18,0,13.3,2.1,3.7,0.561,0.4,0.35,1.7,0.652,0.614,0.9,1.2,0.773,5.4,240,16.5,0.647,0.303,0.333,7.1,18.7,12.7,7.6,2.3,0.4,7.3,15.1,0.5,0.3,0.8,0.169,-0.5,1.3,0.8,0.2,1,NA,NA,NA,NA,NA,NA,NA,1.1,2.6,1.2,0.8,2.1,2.9,0.7,0.6,0.1,0.3,1.2
"419","Luka Garza",508891,"C",24,"MIN",28,0,8.7,2.3,4.1,0.543,0.5,0.359,1.8,0.636,0.603,1.5,1.9,0.788,6.5,243,23,0.652,0.336,0.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,0.9,0.2,1.1,0.211,2.2,-2.6,-0.4,0.1,1,NA,NA,NA,NA,NA,NA,NA,1.4,2.8,1.9,1.2,1.1,2.3,0.6,0.1,0.1,0.5,1.5
"420","Kevon Harris",508891,"SG",25,"ORL",34,0,13.4,1.4,3.1,0.439,0.5,0.372,0.9,0.484,0.514,0.9,1.2,0.756,4.1,457,9.2,0.564,0.402,0.383,6.9,10.4,8.7,4.7,1.8,1.1,14.4,13.7,0.2,0.4,0.6,0.065,-3.5,-0.1,-3.6,-0.2,1,NA,NA,NA,NA,NA,NA,NA,1.3,1.9,1.2,0.8,1.2,2.1,0.5,0.5,0.1,0.6,1.6
"421","Keon Ellis",508891,"SG",23,"SAC",16,0,4.4,0.4,1,0.438,0.4,0.5,0.1,0.25,0.625,0.3,0.4,0.571,1.5,71,14,0.629,0.75,0.438,6.5,6.4,6.4,10.5,3.4,1.2,5,12.1,0.2,0.1,0.2,0.162,-0.1,1.4,1.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,0.8,0.3,0.4,0.3,0.3,0.5,0.4,0.3,0.1,0.1,0.6
"422","Neemias Queta",508891,"C",23,"SAC",5,0,5.8,1.2,1.8,0.667,0,NA,1.2,0.667,0.667,0,0.4,0,2.4,29,17,0.607,0,0.222,19.8,23.5,21.7,5,0,6,9.2,16.1,0.1,0,0.1,0.149,-2.6,-0.8,-3.4,0,1,NA,NA,NA,NA,NA,NA,NA,0,1.8,0.4,1,1.2,2.2,0.2,0,0.4,0.2,1.4
"423","Dominick Barlow",508891,"PF",19,"SAS",28,0,14.6,1.6,3.1,0.535,0,0,1.6,0.561,0.535,0.6,0.9,0.72,3.9,408,12.4,0.567,0.047,0.291,11.9,15.6,13.7,7.6,1.2,3.8,13.4,11.3,0.5,0.2,0.7,0.082,-3.7,-0.8,-4.6,-0.3,1,NA,NA,NA,NA,NA,NA,NA,0.1,2.9,0.9,1.6,2,3.6,0.9,0.4,0.7,0.5,2
"424","Julian Champagnie",508891,"SF",21,"SAS/PHI",17,3,18.8,3.5,7.6,0.454,1.9,0.402,1.5,0.542,0.581,0.8,1,0.824,9.7,320,13.4,0.6,0.631,0.131,3.3,17.7,10.2,4.5,0.9,1.3,7.4,19.2,0.3,0.1,0.4,0.061,-0.6,-2.7,-3.3,-0.1,1,NA,NA,NA,NA,NA,NA,NA,4.8,2.8,1,0.6,2.9,3.5,0.6,0.4,0.3,0.6,1.5
"425","Jeff Dowtin",508891,"PG",25,"TOR",25,0,10.4,1,2.3,0.439,0.2,0.313,0.8,0.488,0.482,0.2,0.4,0.667,2.4,259,9.9,0.5,0.281,0.158,2.4,8,5,15.5,1.7,1.1,7.6,10.9,0.2,0.2,0.4,0.076,-2.8,0.9,-1.9,0,1,NA,NA,NA,NA,NA,NA,NA,0.6,1.6,0.4,0.2,0.7,0.9,1.2,0.4,0.1,0.2,0.5
"426","Micah Potter",508891,"PF",24,"UTA",7,0,7.4,1.4,2.1,0.667,0.6,0.571,0.9,0.75,0.8,0,0,NA,3.4,52,18.6,0.8,0.467,0,6.3,26.7,16.6,11.2,0.9,0,11.8,13.7,0.2,0,0.2,0.186,2.4,1.2,3.5,0.1,1,NA,NA,NA,NA,NA,NA,NA,1,1.1,0,0.4,1.9,2.3,0.6,0.1,0,0.3,0.7
"427","Johnny Juzang",508891,"SG",21,"UTA",18,0,12.9,1.9,5.8,0.337,0.8,0.238,1.1,0.488,0.409,0.1,0.2,0.5,4.8,232,6.5,0.411,0.606,0.038,3.8,14.3,9.1,4.7,0.8,1.1,2.8,19.6,-0.3,0.1,-0.2,-0.032,-4.3,-2.2,-6.5,-0.3,1,NA,NA,NA,NA,NA,NA,NA,3.5,2.3,0.2,0.4,1.7,2.2,0.4,0.2,0.2,0.2,0.7
"428","John Butler",503041,"C",20,"POR",19,1,11.6,0.9,2.8,0.321,0.4,0.229,0.5,0.5,0.396,0.2,0.2,0.75,2.4,221,5.7,0.411,0.66,0.075,1.5,7.3,4.4,6.5,1.5,3.6,1.8,11,-0.1,0.1,0,0.001,-5.4,-0.8,-6.2,-0.2,1,NA,NA,NA,NA,NA,NA,NA,1.8,0.9,0.2,0.2,0.7,0.9,0.6,0.4,0.5,0.1,1.2
"429","Chima Moneke",500000,"SF",27,"SAC",2,0,4,0.5,1,0.5,0,NA,0.5,0.5,0.5,0,1,0,1,8,-3.5,0.347,0,1,28.8,0,14.3,16.1,0,0,41,26.2,0,0,0,-0.288,-12.7,-8,-20.7,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0.5,0,0,1,1
"430","Facundo Campazzo",464299,"PG",31,"DAL",8,0,6.5,0.4,1.6,0.231,0.4,0.273,0,0,0.346,0.1,0.3,0.5,1.3,52,7.8,0.36,0.846,0.154,0,4.5,2.2,22.6,5.7,0,17.8,14.7,-0.1,0.1,0,-0.012,-4.8,3.6,-1.2,0,1,NA,NA,NA,NA,NA,NA,NA,1.4,0.3,0.3,0,0.3,0.3,1.1,0.8,0,0.4,0.4
"431","Orlando Robinson",386055,"C",22,"MIA",31,1,13.7,1.5,2.9,0.528,0,0,1.5,0.566,0.528,0.7,1,0.71,3.7,425,13.4,0.565,0.067,0.348,12.8,22.3,17.4,8.4,1.4,2.9,13.5,12.4,0.5,0.6,1.1,0.129,-2.7,0.7,-2.1,0,1,NA,NA,NA,NA,NA,NA,NA,0.2,2.7,1,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7
"432","Dru Smith",374357,"SG",25,"BRK/MIA",15,1,10.5,1.2,3,0.4,0.3,0.263,0.9,0.5,0.456,0.2,0.2,1,2.9,158,11.4,0.475,0.422,0.067,1.4,15.9,8.7,19.3,3.1,2.5,6.1,13.8,0.1,0.3,0.3,0.099,-3.8,2.9,-0.9,0,1,NA,NA,NA,NA,NA,NA,NA,1.3,1.7,0.2,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5
"433","Jared Rhoden",307089,"SG",23,"DET",14,0,14.1,1.2,3.1,0.386,0.4,0.25,0.9,0.5,0.443,0.4,0.4,1,3.2,198,6.5,0.482,0.455,0.136,6,15,10.4,2.8,1,0.4,6,10.7,0,0.1,0.1,0.027,-5,-1.1,-6.1,-0.2,1,NA,NA,NA,NA,NA,NA,NA,1.4,1.7,0.4,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6
"434","Louis King",307089,"PF",23,"PHI",1,0,29,8,13,0.615,4,0.5,4,0.8,0.769,0,1,0,20,29,21.3,0.744,0.615,0.077,8.3,8,8.1,12.2,1.7,0,13,23.8,0.1,0,0.1,0.157,3.3,-1,2.3,0,1,NA,NA,NA,NA,NA,NA,NA,8,5,1,2,2,4,2,1,0,2,4
"435","Jarrett Culver",260295,"SF",23,"ATL",10,1,13.7,1.7,4.3,0.395,0.1,0.083,1.6,0.516,0.407,0.9,1.3,0.692,4.4,137,9.5,0.452,0.279,0.302,7.9,22.6,15.2,5.5,2.1,1.2,12.6,17.1,-0.1,0.2,0,0.014,-4.8,0.6,-4.2,-0.1,1,NA,NA,NA,NA,NA,NA,NA,1.2,3.1,1.3,1,2.8,3.8,0.6,0.6,0.2,0.7,1.4
"436","Olivier Sarr",257371,"C",23,"OKC",9,1,12.7,1.7,3.3,0.5,0.1,0.125,1.6,0.636,0.517,0.6,0.8,0.714,4,114,11.5,0.544,0.267,0.233,11.1,18.2,14.6,4.6,0.4,4.1,10.8,13.6,0.1,0.1,0.2,0.094,-4.2,-0.7,-4.9,-0.1,1,NA,NA,NA,NA,NA,NA,NA,0.9,2.4,0.8,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9
"437","Alondes Williams",254446,"SG",23,"BRK",1,0,5,0,0,NA,0,NA,0,NA,NA,0,0,NA,0,5,-20.9,NA,NA,NA,0,22,11.2,0,0,0,100,17.7,-0.1,0,-0.1,-0.517,-21.3,-5.2,-26.5,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,2,1
"438","Donovan Williams",239822,"SG",21,"ATL",2,0,2,1,2.5,0.4,0,0,1,0.667,0.4,0,0,NA,2,4,14.5,0.4,0.4,0,0,55.4,27.4,0,0,0,0,52.5,0,0,0,-0.225,-9.1,-6.1,-15.2,0,1,NA,NA,NA,NA,NA,NA,NA,1,1.5,0,0,1,1,0,0,0,0,0
"439","Quenton Jackson",219630,"PG",24,"WAS",9,0,15,2.1,4.7,0.452,0.1,0.083,2,0.6,0.464,1.9,2.4,0.773,6.2,135,12.2,0.542,0.286,0.524,1.7,4.8,3.3,15.1,1.4,0.6,7.2,17.9,0.1,0.1,0.2,0.078,-3.7,-1.5,-5.1,-0.1,1,NA,NA,NA,NA,NA,NA,NA,1.3,3.3,2.4,0.2,0.7,0.9,1.7,0.4,0.1,0.4,1.1
"440","Chris Silva",211045,"PF",26,"DAL",1,0,3,1,1,1,0,NA,1,1,1,0,0,NA,2,3,-2.2,1,0,0,0,0,0,0,0,0,50,30.1,0,0,0,-0.26,-22.5,-0.1,-22.6,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,2
"441","Tyler Dorsey",201802,"SF",26,"DAL",3,0,2.7,1.3,1.7,0.8,0.3,0.5,1,1,0.9,0,0,NA,3,8,45.5,0.9,0.4,0,14.4,14.7,14.5,0,0,0,0,28.3,0.1,0,0.1,0.367,17,0.8,17.8,0,1,NA,NA,NA,NA,NA,NA,NA,0.7,1,0,0.3,0.3,0.7,0,0,0,0,0
"442","Braxton Key",201802,"SF",25,"DET",3,0,3,0.3,0.3,1,0,NA,0.3,1,1,0.7,0.7,1,1.3,9,18.6,1.064,0,2,0,12.7,6.2,0,0,0,0,8.9,0,0,0,0.242,2.1,0.8,2.9,0,1,NA,NA,NA,NA,NA,NA,NA,0,0.3,0.7,0,0.3,0.3,0,0,0,0,0
"443","Jordan Hall",193027,"SF",21,"SAS",9,0,9.2,1,3.1,0.321,0.3,0.2,0.7,0.462,0.375,0.8,1,0.778,3.1,83,5.5,0.438,0.536,0.321,3.8,12.3,7.9,17,0.6,0,18,19.4,-0.1,0,-0.1,-0.077,-4.7,-2.9,-7.6,-0.1,1,NA,NA,NA,NA,NA,NA,NA,1.7,1.4,1,0.3,1,1.3,1.2,0.1,0,0.8,0.7
"444","Alize Johnson",192293,"PF",26,"SAS",4,0,7.5,0.8,1.5,0.5,0,0,0.8,0.75,0.5,0.3,0.5,0.5,1.8,30,4.3,0.509,0.333,0.333,7,30.3,18.2,4.2,1.6,0,36.8,15,-0.1,0,-0.1,-0.099,-7.4,-1.7,-9.1,-0.1,1,NA,NA,NA,NA,NA,NA,NA,0.5,1,0.5,0.5,2,2.5,0.3,0.3,0,1,0.8
"445","Devon Dotson",169630,"PG",23,"WAS",6,0,8.8,0.2,1.7,0.1,0.2,0.25,0,0,0.15,0,0,NA,0.5,53,4.8,0.15,0.4,0,13.1,8.1,10.5,17.6,4.6,0,23.1,10.7,-0.1,0.1,0,-0.025,-7,1.8,-5.3,0,1,NA,NA,NA,NA,NA,NA,NA,0.7,1,0,1,0.7,1.7,1.3,0.8,0,0.5,1.5
"446","Mac McClung",160856,"SG",24,"PHI",2,0,20.5,4.5,10,0.45,2,0.364,2.5,0.556,0.55,1.5,2.5,0.6,12.5,41,19.2,0.563,0.55,0.25,8.8,19.8,14.4,35.3,0,0,11.9,27.5,0.1,0,0.1,0.14,2.2,-1.7,0.5,0,1,NA,NA,NA,NA,NA,NA,NA,5.5,4.5,2.5,1.5,3.5,5,4.5,0,0,1.5,1.5
"447","Xavier Cooks",140384,"PF",27,"WAS",10,1,12.6,1.7,2.8,0.607,0,0,1.7,0.63,0.607,0.4,1,0.4,3.8,126,14.3,0.586,0.036,0.357,14.7,18.7,16.8,6.4,2.3,2.7,19.8,13.9,0.1,0.2,0.2,0.094,-3.2,-0.4,-3.6,-0.1,1,NA,NA,NA,NA,NA,NA,NA,0.1,2.7,1,1.6,2.2,3.8,0.6,0.6,0.4,0.8,1.3
"448","Shaquille Harrison",134862,"SG",29,"POR",5,0,24,3,7.2,0.417,0.6,0.3,2.4,0.462,0.458,2.2,3,0.733,8.8,120,17.9,0.516,0.278,0.417,1,20.3,10.5,34.9,4.5,1.5,12.3,17.6,0.2,0.2,0.3,0.137,-2.5,2.6,0.1,0.1,1,NA,NA,NA,NA,NA,NA,NA,2,5.2,3,0.2,4.2,4.4,6,2.2,0.4,1.2,2.4
"449","Lester Quinones",129405,"SG",22,"GSW",4,0,4.5,0.5,1.3,0.4,0.5,0.5,0,0,0.6,1,1.5,0.667,2.5,18,8.6,0.654,0.8,1.2,6.2,12,9.2,14.2,2.6,0,39.6,29.4,-0.1,0,0,-0.103,-6.4,-3.7,-10.2,0,1,NA,NA,NA,NA,NA,NA,NA,1,0.3,1.5,0.3,0.5,0.8,0.5,0.3,0,1.3,0
"450","Xavier Moon",116986,"SG",28,"LAC",4,0,5,0.8,2.3,0.333,0.3,0.333,0.5,0.333,0.389,0,0,NA,1.8,20,7.2,0.389,0.333,0,0,16.6,8.4,35.7,0,0,10,21.8,0,0,0,-0.03,-4.1,-1,-5.1,0,1,NA,NA,NA,NA,NA,NA,NA,0.8,1.5,0,0,0.8,0.8,1.3,0,0,0.3,0.5
"451","Jamaree Bouyea",116986,"PG",23,"MIA/WAS",5,0,14.2,1.2,2.8,0.429,0.4,0.333,0.8,0.5,0.5,0.2,0.4,0.5,3,71,6.5,0.504,0.429,0.143,1.6,8.4,4.9,7.8,2.8,2.9,21.2,11.8,-0.1,0.1,0,0.013,-5.8,1.6,-4.2,0,1,NA,NA,NA,NA,NA,NA,NA,1.2,1.6,0.4,0.2,1,1.2,0.8,0.8,0.4,0.8,1.2
"452","Jay Huff",116986,"C",24,"WAS",7,0,13.6,2.1,3.6,0.6,0.9,0.5,1.3,0.692,0.72,2.1,2.3,0.938,7.3,95,22.3,0.796,0.48,0.64,7.3,16.9,12.3,14.7,1.5,3.6,13.5,16.9,0.4,0.1,0.5,0.261,2.8,1.2,4,0.1,1,NA,NA,NA,NA,NA,NA,NA,1.7,1.9,2.3,0.9,2.1,3,1.4,0.4,0.6,0.7,2.1
"453","Skylar Mays",116574,"PG",25,"POR",6,6,31.5,5.7,11.3,0.5,2,0.462,3.7,0.524,0.588,2,2.2,0.923,15.3,189,19.4,0.624,0.382,0.191,1.2,10.4,5.8,40,1.5,0.5,11.9,19.3,0.6,0.1,0.7,0.171,2.1,-2.1,0,0.1,1,NA,NA,NA,NA,NA,NA,NA,4.3,7,2.2,0.3,2.8,3.2,8.3,1,0.2,1.7,1.8
"454","Frank Jackson",113114,"PG",24,"UTA",1,0,5,0,3,0,0,0,0,0,0,0,0,NA,0,5,-6.8,0,0.333,0,21.9,21.3,21.6,22.7,0,0,0,25.1,0,0,0,-0.378,-12.5,-9.8,-22.2,0,1,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,1,2,1,0,0,0,0
"455","Deonte Burton",105522,"PF",29,"SAC",2,0,3,0,1,0,0,0,0,0,0,0,0,NA,0,6,-12.6,0,0.5,0,0,0,0,0,0,0,0,14.3,0,0,0,-0.347,-13.9,-10.4,-24.2,0,1,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,0,0
"456","Jarrell Brantley",105522,"PF",26,"UTA",4,0,9.8,2,3.5,0.571,1,0.444,1,0.8,0.714,0.5,0.5,1,5.5,39,18.5,0.739,0.643,0.143,2.8,13.7,8.3,11.4,0,4.3,11.8,18.1,0.1,0,0.1,0.16,3.1,0.4,3.5,0.1,1,NA,NA,NA,NA,NA,NA,NA,2.3,1.3,0.5,0.3,1.3,1.5,0.8,0,0.5,0.5,0.8
"457","Xavier Sneed",102910,"SF",25,"CHO",4,0,12,1.3,2.5,0.5,0.8,0.5,0.5,0.5,0.65,1,1,1,4.3,48,9.5,0.723,0.6,0.4,0,11.3,5.6,13.9,0,1.8,20.3,12.9,0.1,0,0.1,0.086,-3.1,-0.4,-3.6,0,1,NA,NA,NA,NA,NA,NA,NA,1.5,1,1,0,1.3,1.3,1.3,0,0.3,0.8,1.8
"458","Lindell Wigginton",99438,"PG",24,"MIL",7,1,12.4,2.6,5.3,0.486,0.9,0.333,1.7,0.632,0.568,1.1,1.3,0.889,7.1,87,11.8,0.61,0.486,0.243,0,8.1,4.2,23.8,0,1.9,22.7,25.6,0,0.1,0.1,0.028,-3.1,-3.6,-6.7,-0.1,1,NA,NA,NA,NA,NA,NA,NA,2.6,2.7,1.3,0,1,1,2,0,0.3,1.7,1
"459","Jordan Schakel",96514,"SF",24,"WAS",2,0,3,0.5,1,0.5,0.5,1,0,0,0.75,0,0,NA,1.5,6,24.3,0.75,0.5,0,0,0,0,23.5,8.1,0,0,14.5,0,0,0,0.314,7.7,9.3,17,0,1,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5
"460","Stanley Umude",58493,"SG",23,"DET",1,0,2,0,1,0,0,0,0,NA,0,2,2,1,2,2,65.6,0.532,1,2,0,0,0,0,24.2,44.1,0,40,0,0,0,0.626,15.9,32.7,48.6,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,0,1,1,0,0
"461","Jeenathan Williams",52644,"SG",23,"POR",5,4,25.4,4.8,7.8,0.615,0.6,0.375,4.2,0.677,0.654,0.4,0.6,0.667,10.6,127,15.5,0.657,0.205,0.077,9,4.6,6.8,12.1,1.2,1.4,9,15.2,0.3,0,0.3,0.12,-1,-2.1,-3,0,1,NA,NA,NA,NA,NA,NA,NA,1.6,6.2,0.6,2,1,3,2,0.6,0.4,0.8,2.6
"462","Jay Scrubb",49719,"SG",22,"ORL",2,0,15,2.5,3.5,0.714,1,1,1.5,0.6,0.857,0.5,1,0.5,6.5,30,14.2,0.825,0.286,0.286,0,22.7,11.3,5,3.2,0,27.6,15.6,0,0,0.1,0.083,-2.9,1,-1.9,0,1,NA,NA,NA,NA,NA,NA,NA,1,2.5,1,0,3,3,0.5,1,0,1.5,1
"463","Justin Minaya",35096,"SF",23,"POR",4,0,22.3,1.8,5.8,0.304,0.8,0.25,1,0.364,0.37,0,0.3,0,4.3,89,4,0.363,0.522,0.043,3.8,15.6,9.7,5.9,1.1,5,14.6,13.4,-0.2,0.1,-0.1,-0.067,-7.2,-1.9,-9,-0.2,1,NA,NA,NA,NA,NA,NA,NA,3,2.8,0.3,0.8,3,3.8,1,0.5,1.3,1,2.3
"464","Kobi Simmons",32795,"SG",25,"CHO",5,0,5.6,0.2,1.2,0.167,0.2,0.2,0,0,0.25,0.4,0.4,1,1,28,9,0.363,0.833,0.333,3.7,11.7,7.6,21.8,0,6.2,12.7,11.8,0,0,0,0.019,-1,0.1,-0.9,0,1,NA,NA,NA,NA,NA,NA,NA,1,0.2,0.4,0.2,0.6,0.8,1,0,0.4,0.2,0
"465","Gabe York",32171,"SG",29,"IND",3,0,18.7,2.7,7,0.381,2,0.333,0.7,0.667,0.524,0.7,0.7,1,8,56,11.8,0.548,0.857,0.095,0,11.9,5.9,12.3,1.7,0,0,16.4,0.1,0,0.1,0.091,-1.7,-1.8,-3.5,0,1,NA,NA,NA,NA,NA,NA,NA,6,1,0.7,0,2,2,1.7,0.7,0,0,1.7
"466","RaiQuan Gray",5849,"PF",23,"BRK",1,0,35,6,12,0.5,2,0.4,4,0.571,0.583,2,2,1,16,35,15.5,0.621,0.417,0.167,9.9,18.8,14.4,29,0,2.4,23.7,21.4,0,0,0.1,0.106,-0.6,-1.4,-2,0,1,NA,NA,NA,NA,NA,NA,NA,5,7,2,3,6,9,7,0,1,4,5
"467","Jacob Gilyard",5849,"PG",24,"MEM",1,0,41,1,3,0.333,1,0.333,0,NA,0.5,0,0,NA,3,41,7.3,0.5,1,0,0,10.3,5.2,19.4,3.5,0,40,5.1,0,0.1,0.1,0.079,-7.8,1.7,-6.1,0,1,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,4,4,7,3,0,2,3
"468","Breanna Stewart",228094,NA,NA,NA,34,34,30.9,7.5,15.9,NA,2,NA,5.5,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"UFA",21.8,"47.20%","51.80%","37.90%",5.8,"83.70%",5.2,10.7,5.8,1.4,6.2,7.6,2.9,1.6,0.9,1.3,2.1
